"BehaviorSpace results (NetLogo 6.0)"
"diffusion.nlogo"
"experiment"
"04/08/2019 21:48:53:577 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-35","35","-35","35"
"[run number]","rewiring-proportion","infect-seed-neighbors","number-of-nodes","average-node-degree","threshold-value","[step]","count turtles with [color = green]"
"90","0.08","true","500","4","1","6","125"
"97","0.09","true","500","4","1","10","500"
"96","0.09","true","500","4","1","3","72"
"90","0.08","true","500","4","1","7","199"
"96","0.09","true","500","4","1","4","126"
"90","0.08","true","500","4","1","8","298"
"90","0.08","true","500","4","1","9","382"
"96","0.09","true","500","4","1","5","220"
"90","0.08","true","500","4","1","10","452"
"90","0.08","true","500","4","1","11","495"
"90","0.08","true","500","4","1","12","500"
"96","0.09","true","500","4","1","6","337"
"96","0.09","true","500","4","1","7","429"
"96","0.09","true","500","4","1","8","481"
"99","0.09","true","500","4","1","0","5"
"96","0.09","true","500","4","1","9","495"
"95","0.09","true","500","4","1","4","104"
"96","0.09","true","500","4","1","10","500"
"99","0.09","true","500","4","1","1","10"
"99","0.09","true","500","4","1","2","21"
"99","0.09","true","500","4","1","3","44"
"99","0.09","true","500","4","1","4","95"
"98","0.09","true","500","4","1","0","5"
"95","0.09","true","500","4","1","5","183"
"99","0.09","true","500","4","1","5","184"
"102","0.1","true","500","4","1","0","5"
"99","0.09","true","500","4","1","6","288"
"102","0.1","true","500","4","1","1","15"
"95","0.09","true","500","4","1","6","287"
"99","0.09","true","500","4","1","7","385"
"99","0.09","true","500","4","1","8","458"
"95","0.09","true","500","4","1","7","382"
"100","0.09","true","500","4","1","0","5"
"102","0.1","true","500","4","1","2","32"
"99","0.09","true","500","4","1","9","487"
"99","0.09","true","500","4","1","10","499"
"95","0.09","true","500","4","1","8","446"
"102","0.1","true","500","4","1","3","58"
"99","0.09","true","500","4","1","11","500"
"100","0.09","true","500","4","1","1","10"
"95","0.09","true","500","4","1","9","475"
"102","0.1","true","500","4","1","4","110"
"95","0.09","true","500","4","1","10","492"
"100","0.09","true","500","4","1","2","18"
"101","0.1","true","500","4","1","0","5"
"102","0.1","true","500","4","1","5","197"
"95","0.09","true","500","4","1","11","498"
"102","0.1","true","500","4","1","6","308"
"95","0.09","true","500","4","1","12","500"
"100","0.09","true","500","4","1","3","34"
"102","0.1","true","500","4","1","7","410"
"1","0","true","500","4","1","14","61"
"103","0.1","true","500","4","1","0","5"
"102","0.1","true","500","4","1","8","464"
"100","0.09","true","500","4","1","4","63"
"102","0.1","true","500","4","1","9","489"
"102","0.1","true","500","4","1","10","500"
"103","0.1","true","500","4","1","1","13"
"100","0.09","true","500","4","1","5","125"
"103","0.1","true","500","4","1","2","23"
"100","0.09","true","500","4","1","6","217"
"101","0.1","true","500","4","1","1","9"
"103","0.1","true","500","4","1","3","41"
"104","0.1","true","500","4","1","0","5"
"100","0.09","true","500","4","1","7","314"
"98","0.09","true","500","4","1","1","11"
"103","0.1","true","500","4","1","4","74"
"104","0.1","true","500","4","1","1","10"
"100","0.09","true","500","4","1","8","400"
"103","0.1","true","500","4","1","5","131"
"104","0.1","true","500","4","1","2","18"
"100","0.09","true","500","4","1","9","456"
"104","0.1","true","500","4","1","3","35"
"103","0.1","true","500","4","1","6","229"
"101","0.1","true","500","4","1","2","13"
"100","0.09","true","500","4","1","10","492"
"98","0.09","true","500","4","1","2","26"
"100","0.09","true","500","4","1","11","500"
"104","0.1","true","500","4","1","4","68"
"103","0.1","true","500","4","1","7","341"
"101","0.1","true","500","4","1","3","23"
"98","0.09","true","500","4","1","3","58"
"103","0.1","true","500","4","1","8","419"
"104","0.1","true","500","4","1","5","130"
"103","0.1","true","500","4","1","9","469"
"101","0.1","true","500","4","1","4","47"
"104","0.1","true","500","4","1","6","240"
"103","0.1","true","500","4","1","10","490"
"104","0.1","true","500","4","1","7","366"
"103","0.1","true","500","4","1","11","498"
"98","0.09","true","500","4","1","4","119"
"103","0.1","true","500","4","1","12","500"
"104","0.1","true","500","4","1","8","459"
"101","0.1","true","500","4","1","5","96"
"104","0.1","true","500","4","1","9","493"
"98","0.09","true","500","4","1","5","205"
"104","0.1","true","500","4","1","10","500"
"101","0.1","true","500","4","1","6","181"
"98","0.09","true","500","4","1","6","324"
"101","0.1","true","500","4","1","7","293"
"101","0.1","true","500","4","1","8","401"
"98","0.09","true","500","4","1","7","420"
"101","0.1","true","500","4","1","9","470"
"98","0.09","true","500","4","1","8","467"
"98","0.09","true","500","4","1","9","488"
"101","0.1","true","500","4","1","10","494"
"105","0.1","true","500","4","1","0","5"
"98","0.09","true","500","4","1","10","499"
"101","0.1","true","500","4","1","11","500"
"98","0.09","true","500","4","1","11","500"
"105","0.1","true","500","4","1","1","15"
"106","0.1","true","500","4","1","0","5"
"105","0.1","true","500","4","1","2","35"
"108","0.1","true","500","4","1","0","5"
"109","0.1","true","500","4","1","0","5"
"109","0.1","true","500","4","1","1","13"
"108","0.1","true","500","4","1","1","12"
"105","0.1","true","500","4","1","3","59"
"109","0.1","true","500","4","1","2","29"
"108","0.1","true","500","4","1","2","22"
"107","0.1","true","500","4","1","0","5"
"105","0.1","true","500","4","1","4","108"
"109","0.1","true","500","4","1","3","66"
"108","0.1","true","500","4","1","3","39"
"106","0.1","true","500","4","1","1","11"
"109","0.1","true","500","4","1","4","135"
"105","0.1","true","500","4","1","5","204"
"108","0.1","true","500","4","1","4","75"
"107","0.1","true","500","4","1","1","13"
"109","0.1","true","500","4","1","5","224"
"106","0.1","true","500","4","1","2","21"
"108","0.1","true","500","4","1","5","144"
"105","0.1","true","500","4","1","6","324"
"107","0.1","true","500","4","1","2","35"
"109","0.1","true","500","4","1","6","326"
"105","0.1","true","500","4","1","7","428"
"108","0.1","true","500","4","1","6","236"
"106","0.1","true","500","4","1","3","40"
"110","0.1","true","500","4","1","0","5"
"109","0.1","true","500","4","1","7","430"
"107","0.1","true","500","4","1","3","82"
"105","0.1","true","500","4","1","8","480"
"109","0.1","true","500","4","1","8","486"
"108","0.1","true","500","4","1","7","344"
"109","0.1","true","500","4","1","9","498"
"105","0.1","true","500","4","1","9","497"
"109","0.1","true","500","4","1","10","500"
"108","0.1","true","500","4","1","8","435"
"106","0.1","true","500","4","1","4","73"
"105","0.1","true","500","4","1","10","500"
"108","0.1","true","500","4","1","9","485"
"107","0.1","true","500","4","1","4","166"
"106","0.1","true","500","4","1","5","149"
"110","0.1","true","500","4","1","1","15"
"108","0.1","true","500","4","1","10","500"
"107","0.1","true","500","4","1","5","292"
"106","0.1","true","500","4","1","6","272"
"110","0.1","true","500","4","1","2","34"
"110","0.1","true","500","4","1","3","69"
"107","0.1","true","500","4","1","6","400"
"106","0.1","true","500","4","1","7","386"
"107","0.1","true","500","4","1","7","462"
"106","0.1","true","500","4","1","8","460"
"107","0.1","true","500","4","1","8","483"
"110","0.1","true","500","4","1","4","129"
"106","0.1","true","500","4","1","9","487"
"107","0.1","true","500","4","1","9","493"
"106","0.1","true","500","4","1","10","492"
"107","0.1","true","500","4","1","10","499"
"110","0.1","true","500","4","1","5","222"
"106","0.1","true","500","4","1","11","496"
"107","0.1","true","500","4","1","11","500"
"106","0.1","true","500","4","1","12","500"
"110","0.1","true","500","4","1","6","334"
"110","0.1","true","500","4","1","7","425"
"110","0.1","true","500","4","1","8","473"
"110","0.1","true","500","4","1","9","486"
"110","0.1","true","500","4","1","10","494"
"110","0.1","true","500","4","1","11","499"
"110","0.1","true","500","4","1","12","500"
"1","0","true","500","4","1","15","65"
"1","0","true","500","4","1","16","69"
"1","0","true","500","4","1","17","73"
"1","0","true","500","4","1","18","77"
"1","0","true","500","4","1","19","81"
"1","0","true","500","4","1","20","85"
"1","0","true","500","4","1","21","89"
"1","0","true","500","4","1","22","93"
"1","0","true","500","4","1","23","97"
"1","0","true","500","4","1","24","101"
"1","0","true","500","4","1","25","105"
"1","0","true","500","4","1","26","109"
"1","0","true","500","4","1","27","113"
"1","0","true","500","4","1","28","117"
"1","0","true","500","4","1","29","121"
"1","0","true","500","4","1","30","125"
"1","0","true","500","4","1","31","129"
"1","0","true","500","4","1","32","133"
"1","0","true","500","4","1","33","137"
"1","0","true","500","4","1","34","141"
"1","0","true","500","4","1","35","145"
"1","0","true","500","4","1","36","149"
"1","0","true","500","4","1","37","153"
"1","0","true","500","4","1","38","157"
"1","0","true","500","4","1","39","161"
"1","0","true","500","4","1","40","165"
"1","0","true","500","4","1","41","169"
"1","0","true","500","4","1","42","173"
"1","0","true","500","4","1","43","177"
"1","0","true","500","4","1","44","181"
"1","0","true","500","4","1","45","185"
"1","0","true","500","4","1","46","189"
"1","0","true","500","4","1","47","193"
"1","0","true","500","4","1","48","197"
"1","0","true","500","4","1","49","201"
"1","0","true","500","4","1","50","205"
"1","0","true","500","4","1","51","209"
"1","0","true","500","4","1","52","213"
"1","0","true","500","4","1","53","217"
"1","0","true","500","4","1","54","221"
"1","0","true","500","4","1","55","225"
"1","0","true","500","4","1","56","229"
"1","0","true","500","4","1","57","233"
"1","0","true","500","4","1","58","237"
"1","0","true","500","4","1","59","241"
"1","0","true","500","4","1","60","245"
"1","0","true","500","4","1","61","249"
"1","0","true","500","4","1","62","253"
"1","0","true","500","4","1","63","257"
"1","0","true","500","4","1","64","261"
"1","0","true","500","4","1","65","265"
"1","0","true","500","4","1","66","269"
"1","0","true","500","4","1","67","273"
"1","0","true","500","4","1","68","277"
"1","0","true","500","4","1","69","281"
"1","0","true","500","4","1","70","285"
"1","0","true","500","4","1","71","289"
"1","0","true","500","4","1","72","293"
"1","0","true","500","4","1","73","297"
"1","0","true","500","4","1","74","301"
"1","0","true","500","4","1","75","305"
"1","0","true","500","4","1","76","309"
"1","0","true","500","4","1","77","313"
"1","0","true","500","4","1","78","317"
"1","0","true","500","4","1","79","321"
"1","0","true","500","4","1","80","325"
"1","0","true","500","4","1","81","329"
"1","0","true","500","4","1","82","333"
"1","0","true","500","4","1","83","337"
"1","0","true","500","4","1","84","341"
"1","0","true","500","4","1","85","345"
"1","0","true","500","4","1","86","349"
"1","0","true","500","4","1","87","353"
"1","0","true","500","4","1","88","357"
"1","0","true","500","4","1","89","361"
"1","0","true","500","4","1","90","365"
"1","0","true","500","4","1","91","369"
"1","0","true","500","4","1","92","373"
"1","0","true","500","4","1","93","377"
"1","0","true","500","4","1","94","381"
"1","0","true","500","4","1","95","385"
"1","0","true","500","4","1","96","389"
"1","0","true","500","4","1","97","393"
"1","0","true","500","4","1","98","397"
"1","0","true","500","4","1","99","401"
"1","0","true","500","4","1","100","405"
"1","0","true","500","4","1","101","409"
"1","0","true","500","4","1","102","413"
"1","0","true","500","4","1","103","417"
"1","0","true","500","4","1","104","421"
"1","0","true","500","4","1","105","425"
"1","0","true","500","4","1","106","429"
"1","0","true","500","4","1","107","433"
"1","0","true","500","4","1","108","437"
"1","0","true","500","4","1","109","441"
"1","0","true","500","4","1","110","445"
"1","0","true","500","4","1","111","449"
"1","0","true","500","4","1","112","453"
"1","0","true","500","4","1","113","457"
"1","0","true","500","4","1","114","461"
"1","0","true","500","4","1","115","465"
"1","0","true","500","4","1","116","469"
"1","0","true","500","4","1","117","473"
"1","0","true","500","4","1","118","477"
"1","0","true","500","4","1","119","481"
"1","0","true","500","4","1","120","485"
"1","0","true","500","4","1","121","489"
"1","0","true","500","4","1","122","493"
"1","0","true","500","4","1","123","497"
"1","0","true","500","4","1","124","500"
